Edad,Genero,Comunidad_Autonoma,Situacion_Laboral,Historial_Familiar,Estres_Diario,Horas_Sueno,Actividad_Fisica,Apoyo_Social,Consumo_Redes,RISK_LEVEL
67,Masculino,Galicia,Empleado,Sí,6,7.6,Media,8,4.9,Medio
76,Masculino,Murcia,Empleado,Sí,2,6.0,Media,2,2.9,Medio
62,Otro,Canarias,Empleado,No,8,9.6,Baja,6,5.8,Alto
22,Masculino,Madrid,Empleado,Sí,6,7.2,Baja,6,1.8,Medio
72,Masculino,Comunidad Valenciana,Desempleado,Sí,6,6.8,Baja,5,3.6,Alto
73,Femenino,Murcia,Jubilado,No,8,8.2,Alta,8,5.2,Bajo
50,Masculino,Andalucía,Estudiante,No,1,7.3,Alta,3,0.5,Bajo
71,Femenino,Murcia,Empleado,Sí,2,7.5,Media,10,4.5,Bajo
18,Femenino,Andalucía,Empleado,No,9,10.0,Baja,4,4.6,Alto
35,Femenino,Comunidad Valenciana,Empleado,No,8,6.7,Baja,7,1.7,Medio
49,Masculino,Murcia,Empleado,No,7,6.6,Baja,7,4.7,Medio
64,Masculino,Cataluña,Desempleado,No,7,7.1,Media,8,4.4,Medio
66,Masculino,Cataluña,Empleado,Sí,5,8.3,Baja,2,4.1,Alto
28,Femenino,Madrid,Empleado,Sí,2,5.2,Alta,2,6.4,Medio
38,Masculino,Baleares,Empleado,No,6,4.6,Baja,4,5.8,Alto
43,Masculino,Andalucía,Jubilado,Sí,10,6.3,Alta,10,5.3,Alto
80,Otro,Extremadura,Empleado,Sí,3,5.0,Media,9,2.0,Bajo
42,Masculino,Andalucía,Empleado,No,4,6.5,Media,10,4.0,Bajo
39,Masculino,La Rioja,Empleado,Sí,10,7.6,Media,9,6.4,Alto
76,Masculino,Navarra,Empleado,No,2,5.9,Media,4,3.6,Bajo
44,Otro,Comunidad Valenciana,Empleado,Sí,2,5.3,Media,9,7.1,Bajo
66,Masculino,Comunidad Valenciana,Empleado,No,8,7.1,Media,3,5.3,Alto
30,Femenino,Comunidad Valenciana,Estudiante,No,8,8.0,Media,5,7.4,Alto
50,Femenino,Galicia,Empleado,No,10,5.0,Alta,10,1.9,Medio
51,Masculino,Andalucía,Desempleado,Sí,6,8.0,Media,9,3.7,Medio
58,Femenino,Andalucía,Jubilado,No,5,8.0,Media,6,3.9,Medio
52,Masculino,Andalucía,Estudiante,No,8,8.1,Alta,3,5.2,Alto
80,Masculino,Madrid,Empleado,No,4,8.5,Baja,10,2.5,Bajo
18,Femenino,Cataluña,Empleado,No,4,9.6,Baja,9,0.8,Bajo
38,Femenino,Galicia,Desempleado,No,5,6.6,Media,6,4.8,Medio
65,Femenino,La Rioja,Desempleado,No,1,7.1,Media,4,3.3,Bajo
72,Femenino,Madrid,Empleado,No,1,6.5,Alta,4,3.1,Bajo
23,Masculino,Comunidad Valenciana,Desempleado,No,2,7.0,Media,8,2.6,Bajo
45,Masculino,Madrid,Empleado,Sí,8,8.8,Media,7,4.2,Medio
34,Masculino,Aragón,Empleado,No,7,5.4,Media,1,1.8,Alto
22,Masculino,Extremadura,Empleado,No,10,6.0,Baja,6,3.6,Alto
48,Masculino,Baleares,Empleado,No,9,8.7,Media,8,2.3,Medio
22,Masculino,Cantabria,Empleado,No,5,8.2,Alta,3,2.8,Bajo
55,Masculino,Andalucía,Desempleado,No,2,6.6,Baja,9,4.7,Bajo
20,Masculino,Murcia,Empleado,No,7,8.0,Media,10,5.3,Bajo
70,Femenino,Canarias,Empleado,Sí,8,7.4,Media,2,3.4,Alto
40,Femenino,Cataluña,Empleado,Sí,7,8.8,Baja,6,5.9,Alto
54,Masculino,Navarra,Empleado,No,7,7.1,Baja,1,2.1,Alto
70,Femenino,Andalucía,Empleado,No,5,8.2,Alta,2,1.0,Medio
54,Femenino,País Vasco,Desempleado,Sí,2,10.0,Baja,5,1.3,Bajo
27,Masculino,Cataluña,Estudiante,Sí,6,7.7,Baja,1,1.8,Alto
27,Femenino,Madrid,Estudiante,Sí,4,7.1,Baja,8,1.4,Bajo
36,Femenino,Castilla y León,Desempleado,No,10,7.9,Media,1,8.0,Alto
34,Femenino,Comunidad Valenciana,Empleado,Sí,2,6.6,Media,9,0.9,Bajo
38,Masculino,Madrid,Empleado,No,9,9.9,Media,10,5.9,Bajo
31,Femenino,Cataluña,Empleado,No,7,7.2,Baja,3,3.9,Alto
26,Masculino,Murcia,Empleado,No,6,6.7,Alta,2,4.4,Medio
63,Femenino,Andalucía,Jubilado,No,5,6.0,Baja,1,2.2,Alto
18,Femenino,Madrid,Empleado,No,3,8.3,Baja,9,4.7,Bajo
68,Femenino,Extremadura,Empleado,Sí,10,8.0,Media,4,2.2,Alto
62,Femenino,Aragón,Jubilado,No,10,6.4,Baja,1,5.8,Alto
30,Femenino,Madrid,Jubilado,No,4,7.7,Alta,1,6.0,Medio
21,Masculino,Canarias,Estudiante,No,3,5.2,Alta,7,3.7,Bajo
79,Masculino,Murcia,Empleado,Sí,8,7.2,Baja,2,3.9,Alto
18,Femenino,Baleares,Empleado,Sí,3,7.5,Alta,7,4.9,Bajo
66,Masculino,Comunidad Valenciana,Empleado,Sí,7,9.0,Media,7,4.8,Alto
57,Masculino,Cataluña,Empleado,No,7,6.1,Alta,10,6.0,Bajo
49,Masculino,Cataluña,Empleado,No,7,5.5,Baja,9,6.0,Medio
51,Masculino,Cataluña,Empleado,Sí,7,5.9,Media,7,3.9,Medio
45,Femenino,Galicia,Jubilado,No,2,5.4,Baja,1,3.0,Medio
48,Femenino,Andalucía,Empleado,Sí,10,8.6,Alta,8,5.6,Medio
25,Femenino,Galicia,Desempleado,Sí,3,8.9,Baja,8,3.7,Bajo
56,Femenino,Madrid,Desempleado,No,10,7.4,Media,4,4.2,Alto
43,Masculino,Cataluña,Empleado,Sí,9,8.5,Baja,8,5.1,Alto
75,Masculino,Baleares,Desempleado,No,3,7.2,Baja,4,6.0,Medio
51,Femenino,Madrid,Empleado,No,2,6.9,Media,8,4.5,Bajo
71,Masculino,Andalucía,Empleado,No,9,6.6,Alta,5,2.8,Medio
71,Femenino,Murcia,Estudiante,Sí,10,6.6,Media,4,7.6,Alto
20,Femenino,Andalucía,Empleado,No,9,5.1,Alta,6,7.1,Alto
76,Masculino,Castilla y León,Jubilado,No,4,7.3,Baja,2,2.0,Medio
67,Femenino,Canarias,Empleado,No,9,7.0,Media,2,2.2,Alto
29,Femenino,Madrid,Desempleado,Sí,3,7.9,Media,2,2.4,Medio
18,Femenino,Murcia,Empleado,Sí,7,7.1,Baja,9,5.7,Alto
71,Masculino,Comunidad Valenciana,Empleado,Sí,7,6.8,Media,10,7.7,Medio
61,Masculino,Madrid,Empleado,Sí,8,6.0,Media,3,3.0,Alto
22,Femenino,Andalucía,Desempleado,No,10,7.1,Media,10,4.3,Medio
47,Masculino,Cataluña,Estudiante,No,4,7.9,Media,4,2.5,Bajo
47,Masculino,Asturias,Estudiante,No,3,5.6,Media,10,7.4,Bajo
76,Femenino,Madrid,Empleado,Sí,3,7.1,Baja,8,5.6,Medio
74,Masculino,Comunidad Valenciana,Estudiante,No,5,7.3,Baja,4,2.4,Medio
34,Femenino,Comunidad Valenciana,Desempleado,Sí,1,6.1,Media,10,0.5,Bajo
65,Femenino,Galicia,Estudiante,No,10,6.3,Baja,10,6.1,Alto
80,Femenino,Andalucía,Empleado,No,3,7.3,Baja,7,2.9,Bajo
64,Masculino,Madrid,Desempleado,No,6,5.6,Media,5,5.7,Medio
40,Femenino,Castilla y León,Estudiante,No,3,7.4,Media,9,4.6,Bajo
32,Masculino,Cataluña,Empleado,Sí,5,5.9,Baja,4,0.5,Alto
54,Masculino,Cataluña,Estudiante,No,9,8.3,Media,3,2.4,Alto
38,Femenino,Andalucía,Desempleado,No,2,9.8,Media,2,3.3,Bajo
31,Masculino,Madrid,Empleado,No,2,6.0,Baja,1,2.6,Bajo
19,Masculino,Baleares,Empleado,No,6,7.6,Media,6,4.2,Medio
28,Femenino,Andalucía,Empleado,No,6,6.1,Media,10,4.8,Bajo
68,Masculino,Cataluña,Empleado,Sí,8,8.2,Media,2,7.6,Alto
56,Masculino,Cataluña,Estudiante,No,2,5.5,Media,8,4.9,Bajo
55,Femenino,Castilla y León,Empleado,Sí,9,7.6,Baja,6,7.0,Alto
77,Femenino,Galicia,Estudiante,No,2,6.0,Media,5,3.0,Bajo
51,Femenino,Madrid,Jubilado,No,1,6.8,Baja,2,6.3,Medio
55,Masculino,Canarias,Empleado,Sí,10,5.8,Alta,7,3.2,Alto
67,Masculino,Galicia,Jubilado,No,2,8.0,Alta,2,2.2,Bajo
51,Masculino,Baleares,Jubilado,Sí,7,6.0,Media,5,2.1,Medio
35,Masculino,Murcia,Estudiante,No,8,7.7,Baja,2,0.5,Alto
47,Femenino,Cataluña,Estudiante,No,5,6.6,Baja,10,5.7,Bajo
32,Masculino,Cataluña,Jubilado,No,6,6.9,Baja,2,1.4,Alto
44,Masculino,Andalucía,Desempleado,No,1,7.2,Media,7,6.8,Bajo
68,Femenino,Cataluña,Empleado,No,6,6.1,Baja,9,3.7,Bajo
80,Femenino,La Rioja,Estudiante,No,8,7.3,Media,5,0.9,Medio
51,Femenino,Madrid,Desempleado,No,3,8.8,Baja,7,1.8,Bajo
69,Masculino,Cataluña,Desempleado,No,1,6.1,Alta,4,4.4,Bajo
74,Masculino,Canarias,Empleado,No,4,8.4,Baja,2,0.5,Medio
55,Masculino,Comunidad Valenciana,Estudiante,Sí,1,8.8,Alta,3,5.2,Bajo
50,Masculino,Andalucía,Empleado,Sí,8,6.0,Alta,2,1.0,Alto
41,Femenino,Madrid,Jubilado,Sí,5,5.3,Media,5,2.5,Medio
32,Femenino,Madrid,Empleado,No,1,7.4,Media,6,4.4,Bajo
77,Femenino,Canarias,Empleado,No,8,6.3,Media,7,4.9,Medio
47,Femenino,Andalucía,Empleado,No,9,9.2,Media,3,5.6,Alto
72,Masculino,Cataluña,Empleado,No,10,7.0,Baja,4,1.4,Alto
59,Femenino,Comunidad Valenciana,Desempleado,Sí,2,6.0,Baja,8,3.4,Medio
68,Masculino,Cataluña,Jubilado,Sí,9,5.6,Media,4,6.2,Alto
34,Femenino,Galicia,Estudiante,No,8,8.3,Media,7,3.4,Alto
22,Femenino,Comunidad Valenciana,Empleado,No,7,6.3,Media,6,4.6,Medio
46,Masculino,Madrid,Empleado,No,3,7.1,Baja,7,4.3,Bajo
21,Masculino,Navarra,Estudiante,No,2,8.1,Baja,1,6.6,Medio
27,Femenino,Galicia,Jubilado,No,7,6.4,Baja,3,3.1,Alto
73,Masculino,Andalucía,Empleado,No,5,6.9,Baja,6,1.2,Medio
34,Masculino,Comunidad Valenciana,Empleado,No,6,7.0,Baja,3,2.1,Medio
27,Masculino,Canarias,Empleado,No,4,7.8,Baja,7,4.4,Bajo
34,Femenino,Castilla y León,Jubilado,Sí,2,7.7,Baja,9,0.9,Bajo
77,Femenino,Andalucía,Desempleado,No,9,6.7,Alta,3,2.9,Alto
37,Femenino,Cantabria,Empleado,No,3,7.1,Baja,1,4.2,Medio
41,Masculino,Madrid,Empleado,No,7,6.6,Media,10,2.5,Bajo
22,Femenino,Andalucía,Jubilado,Sí,8,5.2,Baja,6,4.7,Alto
51,Masculino,Cataluña,Empleado,No,2,7.3,Alta,1,5.4,Bajo
23,Femenino,Andalucía,Empleado,No,6,9.3,Media,1,4.9,Alto
70,Femenino,Murcia,Desempleado,Sí,8,5.9,Baja,8,0.9,Alto
19,Masculino,Andalucía,Empleado,No,7,6.1,Media,9,4.2,Medio
30,Masculino,Andalucía,Empleado,Sí,3,6.0,Baja,2,4.3,Medio
79,Masculino,Aragón,Estudiante,Sí,1,7.9,Media,9,3.2,Bajo
60,Masculino,Madrid,Jubilado,Sí,6,7.5,Baja,5,4.6,Alto
60,Masculino,Andalucía,Estudiante,Sí,8,6.8,Alta,8,4.6,Alto
65,Femenino,Andalucía,Jubilado,No,6,5.9,Media,7,3.8,Medio
28,Femenino,Andalucía,Desempleado,Sí,5,7.1,Baja,7,2.0,Medio
68,Masculino,Cataluña,Estudiante,Sí,8,5.1,Media,4,3.9,Alto
64,Masculino,País Vasco,Empleado,Sí,2,7.2,Baja,2,7.7,Alto
74,Masculino,Andalucía,Desempleado,Sí,1,8.0,Alta,5,3.2,Bajo
40,Femenino,Andalucía,Jubilado,Sí,1,5.5,Media,3,6.1,Medio
72,Masculino,Canarias,Empleado,No,4,5.2,Media,9,4.1,Bajo
33,Femenino,País Vasco,Empleado,Sí,6,8.9,Baja,6,2.4,Medio
48,Femenino,Madrid,Empleado,No,9,6.3,Alta,1,3.4,Alto
28,Femenino,Comunidad Valenciana,Empleado,No,1,8.4,Media,3,4.0,Bajo
71,Femenino,Cataluña,Empleado,Sí,1,6.8,Baja,4,5.3,Bajo
33,Masculino,Comunidad Valenciana,Estudiante,No,5,6.8,Baja,9,8.8,Medio
25,Femenino,Comunidad Valenciana,Jubilado,Sí,10,7.5,Baja,6,4.1,Alto
21,Masculino,Madrid,Empleado,Sí,5,5.9,Alta,4,1.5,Medio
57,Masculino,Extremadura,Empleado,Sí,5,7.2,Baja,1,0.7,Alto
21,Femenino,Andalucía,Empleado,Sí,10,6.5,Media,8,3.2,Alto
73,Femenino,Canarias,Jubilado,No,6,5.4,Baja,2,1.7,Medio
42,Femenino,Andalucía,Empleado,No,8,7.4,Baja,8,5.1,Medio
20,Masculino,Canarias,Empleado,Sí,3,6.7,Media,6,5.1,Medio
49,Masculino,Galicia,Empleado,No,9,6.8,Alta,8,3.7,Medio
20,Femenino,Aragón,Empleado,Sí,1,5.5,Media,6,5.3,Bajo
44,Masculino,Andalucía,Empleado,No,4,8.9,Alta,5,4.1,Bajo
46,Femenino,Comunidad Valenciana,Jubilado,Sí,9,8.1,Media,5,7.7,Alto
49,Femenino,Comunidad Valenciana,Desempleado,Sí,8,8.2,Baja,10,5.3,Medio
67,Femenino,Castilla y León,Desempleado,Sí,10,6.6,Baja,10,5.8,Alto
78,Masculino,Comunidad Valenciana,Empleado,Sí,9,4.9,Media,8,1.1,Alto
75,Masculino,Comunidad Valenciana,Estudiante,No,1,9.3,Alta,7,1.7,Bajo
68,Masculino,Madrid,Desempleado,No,9,6.9,Alta,8,5.0,Medio
36,Femenino,Cataluña,Empleado,Sí,3,6.1,Baja,8,0.9,Bajo
38,Masculino,Comunidad Valenciana,Desempleado,No,10,7.5,Baja,7,2.8,Alto
22,Femenino,Andalucía,Empleado,No,9,8.4,Baja,2,6.4,Alto
35,Masculino,Cantabria,Estudiante,No,1,7.0,Alta,9,2.7,Bajo
45,Otro,Castilla y León,Empleado,Sí,1,8.5,Alta,7,1.6,Bajo
59,Masculino,Navarra,Jubilado,No,9,8.3,Media,6,5.3,Medio
78,Masculino,Cataluña,Empleado,No,6,5.7,Baja,9,8.1,Alto
39,Masculino,Baleares,Estudiante,No,4,6.2,Media,1,2.4,Medio
38,Femenino,Murcia,Desempleado,No,7,8.1,Media,2,6.4,Alto
23,Femenino,País Vasco,Estudiante,Sí,5,3.7,Baja,1,2.1,Alto
18,Femenino,Galicia,Empleado,Sí,10,6.8,Media,10,3.8,Medio
22,Masculino,Cataluña,Empleado,No,7,5.3,Baja,3,3.9,Alto
58,Masculino,Murcia,Estudiante,No,8,6.4,Baja,5,2.4,Medio
29,Femenino,Comunidad Valenciana,Empleado,Sí,8,6.6,Alta,1,5.8,Alto
43,Masculino,Andalucía,Empleado,No,1,6.6,Media,4,0.9,Bajo
63,Masculino,Cataluña,Desempleado,No,8,6.3,Media,8,4.4,Alto
51,Otro,Asturias,Empleado,No,6,5.7,Media,6,6.1,Medio
66,Otro,Aragón,Empleado,No,4,9.8,Baja,1,5.6,Medio
31,Femenino,La Rioja,Empleado,No,8,9.2,Media,1,5.0,Alto
43,Femenino,Galicia,Empleado,Sí,3,5.6,Media,3,7.2,Medio
62,Masculino,Cataluña,Estudiante,No,4,8.9,Media,10,3.6,Bajo
44,Masculino,Andalucía,Desempleado,Sí,6,6.5,Media,8,1.0,Medio
26,Femenino,Cataluña,Estudiante,Sí,7,7.2,Baja,8,4.3,Medio
